[2021-02-15 04:28:32] main.ERROR: Error: Application is not installed yet.  [] []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_4","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","cat_p_1","cat_p_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:53:43] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_4","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","cat_p_1","cat_p_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:53:44] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_4","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_4","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:53:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/id/1/type/simple/store/4/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/","invalidateInfo":{"tags":["cat_p_1","cat_p_1","cat_p_1","cat_p_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1","cat_c_2","cat_c_3","cat_c_4","cat_c_1"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:53:46] main.INFO: Broken reference: the 'product.reviews' element cannot be added as child to 'product_tabs', because the latter doesn't exist [] []
[2021-02-15 07:53:46] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backend::setup_wizard was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Braintree::settlement_report was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2021-02-15 07:53:46] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2021-02-15 07:53:46] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/admin/catalog/product/new/set/4/type/simple/key/d7577807dfa5464bba5b7848ecdd916335557a20d2eaf281aa3b8a612a048e19/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_41233f520cc64b9155e49ca5dba68347eaf0256a"}} []
[2021-02-15 07:53:46] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/admin/catalog/product/new/set/4/type/simple/key/d7577807dfa5464bba5b7848ecdd916335557a20d2eaf281aa3b8a612a048e19/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_a1b6b7d64f671fd1f84fc4b74111616b2616e009"}} []
[2021-02-15 07:54:30] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["catalog_product_"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_c_p_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_c_p_4","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","cat_p_2"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:31] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","cat_p_2"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","cat_p_2"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","cat_p_2","cat_p_2"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:54:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:54:32] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/product/save/type/simple/store/0/set/4/key/b73a9da1eb8f856c096baed9e7fceff797be7b98ddd3635b4f49666ac9ba7471/back/edit","invalidateInfo":{"tags":["cat_p_2","cat_p_2","cat_p_2"],"mode":"matchingAnyTag"}} []
